Country,Country code,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036
United States,USA,6.029167,5.0175,4.610833,4.015,4.274167,4.29,4.791667,4.629167,3.666667,3.256667,3.214167,2.785833,1.8025,2.35,2.54,2.14,1.84,2.33,2.91,2.14,0.89,1.44,2.95,3.96,4.21,4.29,4.197,4.279,4.315,4.335,4.346,4.354,4.362,4.369,4.377,4.384,4.39
